customer_id,company_name,company_size_headcount,segment,revenue_band_gbp,industry_vertical,industry_sub_vertical,hq_region,num_sites,num_countries,ownership_type,parent_group_structure,regulatory_regime,ma_activity_flag_12m,leadership_change_flag_12m,funding_stage,employee_growth_rate_yoy,remote_hybrid_ratio,owns_sdwan,owns_swg,owns_fwaas,owns_casb,owns_ztna,owns_dlp,owns_dem,owns_browser_isolation,owns_email_security,owns_cspm,owns_sspm,owns_sandboxing_atp,owns_mdr,primary_vendor,multi_vendor_flag,deployment_model,contract_value_gbp,contract_length_months,months_since_contract_start,months_until_renewal,num_active_skus,bundle_vs_ala_carte,product_adoption_rate,feature_adoption_rate,concurrent_users_pct,licensed_vs_active_seats_ratio,bandwidth_utilisation_trend,peak_vs_avg_usage_ratio,policy_rule_count,api_usage_volume,admin_login_frequency,num_active_admins,unused_license_pct,overage_incidents_12m,mobile_remote_endpoint_ratio,cloud_app_usage_volume,shadow_it_events_12m,genai_llm_traffic_volume,api_integration_count,config_drift_events,throughput_growth_rate,self_service_portal_logins,support_tickets_last_12m,avg_ticket_severity,ticket_resolution_time_avg_hrs,repeat_ticket_rate,escalation_count_12m,sla_breach_count_12m,nps_score,csat_score,qbr_frequency,days_since_last_qbr,days_since_last_exec_touchpoint,onboarding_completion_days,time_to_first_value_days,security_incidents_last_12m,incident_severity_distribution,breach_risk_score,threats_blocked_trend,false_positive_rate,mean_time_to_detect_hrs,mean_time_to_respond_hrs,phishing_sim_click_rate,vuln_scan_findings_trend,compliance_audit_findings,cyber_insurance_renewal_flag,peer_breach_disclosure_flag,acv_trend_pct,payment_on_time_pct,discount_level_pct,upsell_history_count_24m,downsell_history_count_24m,negotiation_intensity_flag,budget_cycle_month,procurement_complexity_flag,multi_year_commitment_flag,competitive_rfp_flag_12m,champion_identified_flag,champion_seniority_level,num_engaged_stakeholders,decision_maker_turnover_12m,exec_sponsor_engagement_level,tech_vs_business_buyer_ratio,account_team_tenure_months,cross_sell_conversation_count,reference_willingness_flag,event_webinar_attendance_12m,industry_avg_adoption_rate,peer_cohort_penetration_pct,industry_regulatory_pressure_trend,industry_threat_landscape_severity,competitor_product_presence_flag,industry_ma_consolidation_trend,industry_cloud_migration_maturity,industry_remote_work_trend,recent_funding_round_flag,recent_breach_disclosed_flag,security_it_hiring_signal,cloud_migration_announcement_flag,digital_transformation_flag,expansion_announcement_flag,regulatory_investigation_flag,security_leadership_hire_flag,tech_stack_change_signal,esg_certification_pursuit_flag,website_product_page_visits,content_downloads_12m,webinar_registrations_12m,email_engagement_rate,rep_touch_frequency,proposal_quote_requests_12m,competitor_comparison_page_visits,pricing_page_visits,adoption_rate_trend_3m,adoption_rate_trend_12m,ticket_volume_trend,usage_trend_6m,nps_trend,security_incident_trend,seasonality_adjusted_usage,days_since_last_product_addition,upsell_velocity,renewal_risk_trajectory,engagement_recency_decay_score,churn_risk_flag,upsell_target_ngfw,upsell_target_ztna,upsell_target_dlp,upsell_target_casb,upsell_target_dem,upsell_target_browser,upsell_target_email_sec,upsell_target_cspm,upsell_target_mdr
802,Ironwood Group,1542,Corporate,51100000,Technology,Technology - Sub2,Scotland,10,1,Private,Standalone,GDPR,No,No,N/A,5.5,1.2,0,0,0,1,0,1,0,0,0,0,0,0,0,Cato Networks,No,Co-Managed,105500,12,13,4,5,A la carte,67.9,49.4,57.6,1.0,-15.2,2.2,29,478,3,2,28.8,2,8.4,33,2,66,2,2,-22.4,7,12,Medium,56.0,19.0,2,0,43,57.5,Quarterly,22,35,61,13,1,Mostly Low,23,7.1,15.8,0.2,8.0,17.5,-34.6,1,No,No,3.5,93.6,1.5,1,0,High,Apr,Low,No,No,No,None,5,No,Medium,0.85,1,4,Yes,2,46.4,30.6,Stable,Medium,Unknown,Medium,58.3,Increasing,No,No,Low,No,No,Yes,Yes,No,Yes,Yes,7,2,4,20.3,15,2,0,3,4.0,8.6,-0.9,3.3,-1.1,-11.6,13.6,29,22.0,Improving,72.2,No,0,1,0,0,0,1,0,0,0
803,Fusion Solutions,65,SMB,3100000,Media,Media - Sub3,South West,1,1,Private,Standalone,GDPR,No,No,N/A,11.9,52.5,0,0,1,0,0,0,1,0,0,0,0,0,0,Palo Alto Networks,Yes,Co-Managed,22500,24,42,21,3,A la carte,32.7,26.3,62.5,1.09,-18.7,2.74,34,108,2,1,63.9,4,60.3,25,3,85,2,1,-9.8,7,27,Low,63.3,19.6,4,1,-10,27.9,Quarterly,52,94,77,48,6,Mixed,67,23.3,11.5,2.08,2.48,7.9,-5.6,1,Unknown,No,9.9,100.0,17.5,2,0,High,Jan,Medium,No,Yes,No,Director,4,Yes,Medium,0.35,6,2,Yes,1,38.0,21.2,Increasing,Medium,Yes,Medium,45.8,Increasing,No,Yes,Medium,No,No,No,No,Yes,No,No,12,2,2,5.3,5,0,0,2,7.6,29.4,-0.8,8.6,6.9,10.7,-5.1,160,28.8,Worsening,38.4,Yes,0,0,0,0,0,0,0,1,0
804,Acme PLC,402,Mid-Market,9800000,Education,Education - Sub1,Wales,3,1,Private,Subsidiary,GDPR,No,No,N/A,15.3,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Cisco,Yes,Co-Managed,9800,12,30,22,3,Bundle,71.7,49.8,57.1,1.24,24.4,1.87,1,181,9,2,31.1,3,45.3,23,7,525,6,4,17.2,8,8,Low,7.4,14.5,1,0,45,56.9,Monthly,1,25,45,43,3,Mostly Low,33,18.1,13.1,7.45,16.2,21.5,22.5,2,No,No,-0.1,97.5,14.6,0,0,Medium,Jul,High,Yes,No,Yes,Manager,2,No,Low,1.13,49,0,Yes,1,70.4,29.0,Increasing,High,Unknown,Medium,44.1,Increasing,No,No,Low,Yes,Yes,No,No,No,Yes,No,23,3,2,18.6,3,1,1,1,1.8,5.9,3.1,3.3,10.5,-5.8,1.3,343,5.6,Stable,67.3,No,0,0,0,0,1,0,0,0,1
805,Summit Industries,2426,Corporate,54600000,Utilities,Utilities - Sub2,Midlands,17,2,Private,Subsidiary,GDPR,No,No,N/A,12.8,44.1,0,0,0,0,0,0,0,0,1,0,0,0,0,Palo Alto Networks,No,Fully Managed,144100,24,6,15,2,Bundle,74.4,54.2,28.8,0.82,-22.1,1.96,16,280,7,11,22.4,3,69.0,45,11,321,3,0,2.1,7,13,High,49.8,9.9,2,1,55,54.0,Quarterly,28,9,60,21,4,Mostly Low,18,-3.7,9.5,0.86,13.59,30.1,14.8,2,Yes,Yes,1.1,100.0,12.9,2,0,Low,Jan,Medium,Yes,Yes,Yes,VP,4,No,Medium,1.93,30,0,No,1,74.9,5.0,Stable,Medium,No,Low,65.6,Stable,Yes,No,Low,No,No,No,Yes,No,No,No,2,3,0,22.0,5,2,0,1,4.0,9.5,4.1,-1.8,16.9,-14.6,4.0,61,29.2,Worsening,68.8,No,0,1,0,1,1,1,0,0,1
806,Anchor PLC,1096,Corporate,50500000,Public Sector,Public Sector - Sub2,Northern Ireland,8,1,Private,Subsidiary,GDPR,No,No,N/A,29.5,50.7,0,1,1,0,0,0,0,0,0,0,0,0,0,Zscaler,No,Fully Managed,58800,12,31,17,2,A la carte,29.1,20.8,41.9,0.8,-22.8,2.89,27,193,53,3,61.9,1,45.2,69,20,611,4,3,8.0,4,19,Medium,38.1,6.0,2,0,26,29.8,Monthly,110,67,35,52,1,Mixed,66,-32.5,15.5,14.5,18.65,26.3,-24.6,4,Unknown,No,-4.7,94.5,6.6,1,0,Medium,Jul,Medium,No,No,Yes,Director,1,No,High,0.85,1,1,Yes,3,49.6,17.4,Stable,Low,Yes,Low,35.8,Decreasing,No,No,Medium,No,No,No,No,Yes,No,Yes,0,2,3,21.7,2,1,0,0,-7.6,-28.5,-4.9,8.4,1.9,3.9,2.8,89,21.1,Stable,57.4,Yes,0,0,0,1,0,0,0,0,1
807,Argent & Co,64,SMB,2300000,Insurance,Insurance - Sub3,North,1,1,Public,Standalone,GDPR,No,No,N/A,21.1,46.2,1,0,0,0,0,0,0,0,0,0,0,1,0,Palo Alto Networks,Yes,Self-Managed,33200,24,82,19,5,Bundle,75.3,74.4,48.8,1.41,-7.7,1.79,43,46,9,1,28.8,2,51.5,48,5,154,3,2,0.0,2,7,Medium,34.3,16.9,2,0,49,78.6,Annually,141,50,32,33,2,Mixed,5,11.0,18.6,5.71,6.41,6.4,8.9,1,No,No,-0.5,88.4,12.4,2,0,Low,Oct,Medium,Yes,No,Yes,Manager,3,No,None,1.56,14,2,No,1,41.5,64.9,Increasing,Low,No,Medium,40.4,Increasing,No,No,Low,No,No,No,No,No,No,No,2,1,0,22.5,5,1,2,3,11.5,32.1,-3.6,18.0,3.4,1.5,-3.2,45,11.4,Improving,45.9,No,0,0,1,0,1,1,1,1,1
808,Anchor PLC,547,Corporate,28500000,Hospitality,Hospitality - Sub2,North West,6,1,PE-Backed,Standalone,GDPR,No,No,N/A,10.7,49.4,0,1,0,0,0,0,0,0,0,0,0,0,0,Cisco,No,Self-Managed,30700,24,1,4,2,A la carte,40.2,36.4,64.0,1.03,12.6,1.84,14,181,5,1,52.4,2,69.7,85,20,5,0,0,3.4,1,22,Medium,13.2,0.0,2,2,7,41.8,Quarterly,2,84,51,37,2,Mostly Low,65,38.6,17.2,7.1,14.61,26.3,-5.0,3,Yes,No,9.9,84.8,2.1,0,0,Low,Apr,Low,Yes,No,Yes,Manager,3,No,Medium,1.86,10,3,No,2,63.4,68.2,Increasing,Medium,No,Medium,47.0,Stable,No,No,Low,No,No,No,No,Yes,Yes,No,3,0,1,28.2,5,0,0,0,8.5,27.0,5.4,-13.9,-0.2,-2.4,7.4,14,15.6,Improving,26.7,Yes,0,0,0,0,0,0,0,1,0
809,Zenith PLC,348,Mid-Market,20000000,Insurance,Insurance - Sub1,North West,4,1,Private,Subsidiary,GDPR,No,No,Private Equity,-3.6,53.2,0,0,0,0,0,0,0,0,0,0,0,1,0,Fortinet,No,Co-Managed,27400,12,2,6,3,A la carte,65.5,42.2,46.1,0.8,-1.6,1.8,21,162,1,1,41.7,2,42.9,55,13,59,1,0,15.9,8,20,High,33.5,0.0,1,3,38,47.1,Ad-hoc,268,59,54,41,3,Mixed,50,7.2,8.8,0.48,5.34,4.8,0.5,3,No,No,-2.0,100.0,0.9,1,0,Low,Apr,Low,Yes,No,Yes,VP,4,No,None,2.32,8,1,Yes,3,37.8,54.6,Increasing,High,Yes,Medium,61.5,Stable,No,No,Low,No,Yes,No,No,No,Yes,No,4,5,0,31.8,7,0,0,3,0.7,1.7,-4.5,11.9,-8.6,-11.5,-6.3,571,8.7,Stable,32.1,Yes,1,1,0,0,1,0,0,0,1
810,Anchor Ltd,633,Public Sector,36900000,Insurance,Insurance - Sub2,East Anglia,4,1,PE-Backed,Standalone,GDPR,No,No,N/A,-0.1,80.0,0,0,0,0,0,0,0,0,1,0,0,1,0,Fortinet,No,Self-Managed,68200,36,30,8,5,Bundle,41.9,27.2,63.3,1.3,20.3,1.56,19,182,38,2,68.2,1,79.4,64,17,11,2,3,14.8,2,24,Medium,11.8,0.0,3,3,8,27.1,Quarterly,3,53,33,37,5,Mixed,75,3.9,17.7,0.85,1.23,10.6,-29.8,3,Yes,No,-21.5,96.0,16.8,0,0,Medium,Jan,Low,No,No,No,Manager,2,No,High,2.97,58,4,No,4,45.0,18.6,Increasing,Medium,Yes,Medium,70.4,Stable,No,No,High,Yes,No,No,No,No,No,No,2,2,1,27.5,7,3,0,1,2.3,6.0,10.6,4.1,-4.8,-9.6,-0.8,147,21.9,Improving,53.3,No,0,0,0,0,0,0,0,0,0
811,Anchor Group,5010,Enterprise,185500000,Technology,Technology - Sub3,Northern Ireland,35,4,PE-Backed,Subsidiary,GDPR,No,No,N/A,-9.1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,Palo Alto Networks,No,Co-Managed,230600,24,3,18,3,A la carte,32.8,30.3,40.4,1.27,23.1,2.44,47,74,72,8,64.2,1,5.7,58,14,182,4,1,0.1,9,23,Low,43.9,13.8,4,0,15,40.4,Quarterly,33,42,40,37,5,Mostly High,45,-0.9,21.9,3.26,30.73,16.5,5.7,0,Unknown,Yes,19.7,97.5,9.9,0,0,Medium,Jan,Medium,No,No,Yes,Manager,2,Yes,Low,2.17,8,1,Yes,2,68.8,43.6,Increasing,Medium,No,Medium,70.5,Increasing,No,No,None,No,No,No,No,No,No,Yes,17,1,1,20.7,3,1,1,4,0.1,0.3,-0.1,-1.4,-8.9,-3.6,14.3,220,21.5,Worsening,54.4,Yes,0,0,0,0,0,0,0,1,0
812,Vertex Industries,8479,Enterprise,259200000,Legal,Legal - Sub1,Scotland,66,8,Public,Standalone,GDPR,No,No,Post-IPO,9.8,81.9,1,1,0,0,0,0,0,0,0,0,0,0,0,Versa Networks,No,Co-Managed,516300,36,22,3,3,A la carte,69.8,57.5,81.7,1.7,3.7,2.03,32,184,30,12,16.6,0,60.8,54,9,112,7,1,-7.7,1,7,High,1.0,0.0,3,2,52,83.1,Quarterly,7,194,28,33,1,Mostly High,5,22.1,5.9,1.3,2.68,24.9,25.7,3,Unknown,No,19.7,97.4,19.9,1,0,Medium,Jul,Low,No,No,Yes,Director,4,Yes,Medium,1.87,46,2,No,2,64.6,48.5,Increasing,Medium,No,Medium,33.0,Stable,No,No,Medium,No,Yes,Yes,No,No,No,No,4,3,1,50.5,7,3,2,1,-2.3,-6.0,-3.6,22.5,8.5,-6.0,-9.8,20,26.5,Improving,58.5,No,0,0,0,1,0,1,0,1,0
813,Meridian Group,1706,Public Sector,75700000,Insurance,Insurance - Sub2,East Anglia,14,2,Private,Standalone,GDPR,No,No,N/A,12.0,96.2,0,1,1,0,0,0,1,0,1,0,0,0,0,Fortinet,No,Fully Managed,145100,24,43,12,7,Bundle,66.2,45.1,57.3,0.8,-2.8,2.31,59,9,9,4,31.3,1,91.1,66,4,46,4,4,-7.3,10,10,Medium,39.8,11.9,2,0,72,85.1,Quarterly,16,122,55,24,1,Mostly Low,5,10.3,23.7,6.73,14.44,2.0,-8.0,3,No,No,-16.7,100.0,29.6,0,1,Medium,Jan,High,Yes,No,Yes,None,3,No,Medium,2.48,25,3,No,2,63.7,47.7,Increasing,Medium,Unknown,Medium,68.2,Increasing,No,No,Low,No,No,No,No,No,No,No,1,1,0,24.7,7,0,0,4,2.5,9.5,-1.8,1.2,5.2,-6.1,-6.4,4,23.5,Stable,33.3,No,0,0,0,0,0,0,0,0,1
814,Summit Partners,166,Mid-Market,7500000,Insurance,Insurance - Sub1,London,2,1,Private,Subsidiary,GDPR,No,No,N/A,18.7,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cisco,No,Fully Managed,18800,12,23,23,1,A la carte,58.2,45.7,61.9,1.25,18.0,1.56,18,247,64,1,41.4,1,16.8,67,13,228,3,3,3.4,2,19,Medium,45.1,5.8,2,0,49,63.2,Quarterly,151,117,58,19,5,Mostly High,26,10.8,22.7,2.12,5.4,17.4,2.9,4,Yes,Yes,-5.5,85.8,12.2,0,1,Low,Oct,Medium,No,Yes,No,Director,4,Yes,Low,1.88,26,1,Yes,1,46.2,57.3,Increasing,High,Yes,Low,40.4,Decreasing,No,No,None,No,No,No,Yes,Yes,No,No,2,1,2,26.2,9,0,0,0,6.5,14.5,0.4,-4.9,9.0,-6.2,-2.4,49,19.1,Worsening,29.4,No,0,0,1,0,0,1,0,0,0
815,Sterling Partners,2039,Corporate,91500000,Healthcare,Healthcare - Sub3,Midlands,13,2,Private,Standalone,HIPAA-equiv,No,No,N/A,11.2,46.0,0,1,0,0,0,0,0,0,0,0,0,0,0,Zscaler,No,Fully Managed,52400,24,1,12,1,A la carte,41.0,40.4,63.8,1.1,21.3,1.76,15,181,24,6,47.6,0,56.9,84,22,70,6,0,7.2,3,24,Medium,50.9,14.2,1,0,38,37.2,Quarterly,16,39,46,15,2,Mostly High,60,-36.7,17.1,3.18,18.26,22.2,-22.1,3,Unknown,No,7.8,99.8,5.1,3,0,Low,Jan,Medium,Yes,Yes,No,Manager,3,No,Medium,2.27,6,1,No,2,64.8,5.0,Increasing,Low,Yes,Low,27.6,Decreasing,No,Yes,Medium,No,Yes,No,No,No,No,No,1,2,1,30.0,8,2,2,0,4.0,12.9,6.0,-6.6,-5.9,2.3,-3.1,122,12.4,Stable,64.1,No,0,0,0,0,0,0,0,0,1
816,Summit Holdings,56,SMB,1800000,Utilities,Utilities - Sub1,East Anglia,1,1,PE-Backed,Standalone,GDPR,No,No,Series B+,20.6,72.4,0,0,1,0,0,0,0,0,0,0,0,0,0,Versa Networks,No,Co-Managed,16900,24,59,12,2,Bundle,30.3,27.2,9.8,0.88,-13.7,2.49,13,135,2,1,53.1,1,73.0,30,5,134,3,4,18.5,15,18,High,25.7,19.7,3,2,15,33.0,Monthly,27,9,50,6,6,Mostly Low,66,-29.5,11.6,4.48,5.13,19.0,-27.5,1,Yes,No,13.7,100.0,6.0,2,0,Low,Oct,Low,No,Yes,Yes,C-Suite,4,Yes,High,2.34,33,3,No,0,69.4,5.0,Increasing,High,No,Medium,49.3,Stable,No,No,Medium,No,No,No,No,No,No,No,12,2,2,6.5,5,4,1,2,-2.5,-6.3,3.4,-12.7,0.4,-9.8,10.0,44,7.0,Worsening,35.8,Yes,0,0,0,0,0,0,0,0,1
817,Orbit Ltd,121,SMB,2700000,Utilities,Utilities - Sub2,Midlands,1,1,Public,Subsidiary,GDPR,No,No,Post-IPO,20.9,63.4,0,0,1,0,0,0,0,0,0,0,0,0,0,Fortinet,Yes,Fully Managed,24800,12,29,18,4,Bundle,24.0,20.6,61.5,1.62,19.4,1.78,9,36,11,1,59.7,1,72.7,45,6,209,6,2,7.7,2,25,High,40.2,24.4,1,4,3,22.1,Annually,38,140,77,50,5,Mostly Low,82,35.5,5.4,2.61,3.83,18.3,4.1,0,Yes,No,-3.9,96.9,22.4,1,0,Low,Jul,Low,Yes,No,No,VP,6,No,None,2.15,34,0,Yes,1,80.1,14.4,Stable,High,Yes,Low,80.6,Stable,No,Yes,Medium,No,Yes,Yes,No,No,No,Yes,6,0,2,23.4,5,0,1,2,-0.0,-0.0,-0.9,-7.5,-2.7,5.1,-14.9,27,10.4,Worsening,52.1,Yes,0,0,0,0,0,0,0,0,0
818,Summit Holdings,443,Mid-Market,12600000,Education,Education - Sub3,Wales,2,1,Private,Standalone,GDPR,No,No,N/A,-4.3,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Cato Networks,No,Co-Managed,19700,12,13,13,2,Bundle,65.3,59.1,53.0,1.4,-2.5,2.51,1,289,2,1,43.9,1,79.2,79,11,243,2,0,7.5,11,19,Low,25.0,2.2,4,2,44,50.0,Monthly,72,82,65,38,3,Mixed,26,28.0,14.9,19.25,20.16,31.1,2.1,2,No,No,13.6,74.2,15.6,0,0,Medium,Jul,Low,No,No,Yes,Manager,7,No,Low,2.38,7,0,No,1,20.2,63.5,Increasing,High,Unknown,Medium,65.2,Stable,No,Yes,Medium,No,No,Yes,No,No,No,No,0,1,0,13.7,8,0,0,0,-4.7,-12.9,-6.4,13.4,0.6,-3.1,-0.1,84,14.4,Worsening,20.1,No,0,0,0,0,0,0,0,0,1
819,Argent & Co,59,SMB,1500000,Insurance,Insurance - Sub3,East Anglia,1,1,PE-Backed,Standalone,GDPR,No,No,Private Equity,1.8,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Cato Networks,No,Fully Managed,8000,36,1,8,1,A la carte,22.1,21.6,49.1,1.26,3.2,2.04,1,181,0,1,80.0,2,45.0,83,18,1065,1,3,6.4,4,26,Low,42.6,17.8,3,3,24,24.1,Quarterly,243,37,25,45,3,Mixed,30,33.6,27.8,12.84,13.05,18.1,11.0,1,No,No,-10.6,100.0,9.4,1,0,Medium,Jan,Low,Yes,No,Yes,Director,3,No,Medium,1.58,31,3,No,1,70.5,47.3,Stable,Medium,Unknown,Medium,56.1,Stable,No,No,High,No,No,No,No,No,No,Yes,2,0,1,28.9,4,3,0,1,-0.4,-1.4,2.7,-10.8,-4.2,2.8,-6.2,5,19.5,Improving,48.7,No,0,1,0,0,0,0,0,0,0
820,Sterling Systems,1393,Corporate,34800000,Manufacturing,Manufacturing - Sub1,Scotland,13,1,PE-Backed,Standalone,GDPR,No,No,N/A,7.9,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,Cato Networks,No,Fully Managed,69100,24,14,3,4,A la carte,40.2,33.6,61.4,0.95,19.3,2.29,21,181,7,2,49.0,1,1.4,33,5,63,2,6,-0.2,5,21,Low,10.8,15.2,2,1,26,50.7,Quarterly,47,47,77,49,2,Mostly Low,77,-5.0,12.1,1.93,16.83,18.3,10.5,2,No,No,-3.4,86.1,10.6,0,0,High,Jan,Medium,No,No,Yes,None,2,No,Low,0.74,19,1,No,1,42.4,55.3,Increasing,Medium,Unknown,Medium,87.5,Stable,No,No,Medium,No,Yes,No,No,No,No,No,7,2,2,38.9,5,0,0,3,-7.5,-30.0,0.3,5.2,10.3,-15.5,6.6,140,12.9,Worsening,50.4,No,1,1,0,0,0,0,0,0,0
821,Beacon & Co,5212,Enterprise,297400000,Insurance,Insurance - Sub1,East Anglia,33,11,Public,Standalone,GDPR,No,No,Post-IPO,-0.5,71.1,0,0,0,0,0,0,0,0,0,0,0,1,0,Zscaler,No,Self-Managed,264700,24,3,5,1,A la carte,59.0,52.6,46.4,1.65,-7.1,3.44,10,327,24,7,49.3,1,68.6,40,7,113,4,1,-5.4,13,20,Medium,15.5,14.1,1,1,48,48.8,Quarterly,13,24,18,42,3,Mostly High,29,19.7,19.6,7.61,45.16,12.8,-26.7,3,No,Yes,3.9,89.3,7.1,0,0,High,Jul,High,Yes,No,No,Director,3,No,Medium,2.91,20,1,No,0,66.6,60.3,Decreasing,Medium,No,Medium,38.5,Stable,No,No,None,Yes,Yes,No,No,No,No,No,7,2,0,17.6,4,2,0,1,5.5,14.6,-0.3,12.1,-2.5,-6.0,0.2,45,34.6,Worsening,24.5,No,0,0,1,0,0,0,0,0,0
822,Argent PLC,454,Mid-Market,9300000,Utilities,Utilities - Sub1,South East,5,1,PE-Backed,Subsidiary,GDPR,No,No,N/A,5.1,57.7,0,0,1,0,0,0,0,0,0,0,0,0,0,Fortinet,No,Fully Managed,28800,24,16,11,4,Bundle,30.1,23.8,78.3,0.8,21.4,2.6,9,48,11,1,71.4,0,61.4,50,12,55,3,3,4.6,7,20,Medium,61.4,14.5,3,0,36,39.0,Annually,22,119,31,8,6,Mostly Low,67,49.0,18.5,2.93,10.01,2.3,-6.4,1,Unknown,No,-3.8,83.1,8.8,3,0,Medium,Apr,Low,Yes,No,No,Manager,1,No,None,0.94,24,1,No,0,85.0,54.4,Decreasing,High,Unknown,Medium,67.6,Increasing,No,No,None,No,No,No,No,No,Yes,Yes,9,2,1,30.1,3,0,1,0,-9.2,-23.8,8.5,-11.4,-1.7,0.9,-4.6,112,17.7,Worsening,45.5,Yes,0,0,0,0,0,0,0,0,0
823,Anchor Group,1201,Corporate,52900000,Healthcare,Healthcare - Sub2,Scotland,12,1,Public,Standalone,HIPAA-equiv,No,No,Private Equity,11.6,74.3,0,0,0,1,0,0,0,0,1,0,0,0,0,Fortinet,Yes,Fully Managed,60100,36,39,21,2,A la carte,46.5,42.6,87.2,1.69,-13.6,2.93,32,76,10,4,56.3,1,76.9,56,11,738,1,2,9.8,10,16,Low,62.5,19.1,2,3,29,52.0,Quarterly,3,83,74,12,4,Mostly Low,32,2.4,20.2,3.11,17.32,5.7,-45.0,3,Yes,No,23.1,80.2,23.9,1,0,Medium,Oct,High,No,No,Yes,C-Suite,1,No,High,2.18,21,2,No,5,33.7,43.0,Increasing,Medium,No,High,32.5,Stable,No,No,None,Yes,No,No,No,No,No,No,1,2,0,12.2,4,1,0,1,-1.2,-4.2,-4.7,-13.4,5.5,3.0,-4.5,1,30.1,Worsening,47.5,No,0,0,0,0,1,0,0,0,0
824,Halo & Co,73,SMB,4200000,Logistics,Logistics - Sub3,North West,1,1,Private,Standalone,GDPR,No,No,N/A,6.5,14.3,0,0,0,0,0,0,0,0,0,0,0,1,0,Versa Networks,Yes,Fully Managed,21500,12,28,21,1,A la carte,55.0,47.4,57.8,0.95,5.5,1.51,19,747,31,1,14.4,0,10.0,43,9,753,7,1,4.9,26,19,High,27.8,26.4,2,1,24,43.4,Annually,232,589,58,36,5,Mostly Low,30,-8.5,32.6,9.17,9.67,25.5,-26.9,1,Yes,No,-12.4,97.4,0.0,2,0,Medium,Jul,Low,No,Yes,Yes,Manager,3,No,Low,0.71,5,2,No,2,56.0,22.0,Increasing,Medium,Unknown,Medium,46.1,Stable,No,No,High,No,Yes,No,No,No,Yes,No,5,1,4,7.4,5,0,0,2,-5.7,-19.7,-8.9,9.3,-9.0,5.3,-8.8,76,9.5,Worsening,72.8,No,0,1,1,1,0,0,1,0,1
825,Argent Holdings,39,SMB,1300000,Retail,Retail - Sub1,East Anglia,1,1,Private,Standalone,GDPR,No,No,N/A,8.0,20.7,0,1,0,0,0,0,0,0,1,0,0,0,0,Versa Networks,No,Fully Managed,37000,12,21,1,4,Bundle,64.0,49.7,68.8,1.16,-17.4,2.36,28,9,3,1,29.9,4,7.2,49,11,111,3,2,-6.6,5,19,High,47.5,27.0,3,0,21,50.8,Quarterly,23,4,5,37,5,Mixed,50,32.1,17.2,1.93,3.56,17.4,-14.1,3,Unknown,No,-21.2,81.7,24.1,1,0,High,Oct,Medium,Yes,No,No,Manager,3,No,Low,0.4,6,2,No,2,69.6,33.2,Stable,Medium,Unknown,High,49.9,Decreasing,No,No,Low,Yes,Yes,No,No,No,No,No,11,2,1,38.3,4,2,0,2,3.7,7.9,-0.5,10.0,-0.2,3.6,-20.8,190,24.5,Improving,32.1,No,1,1,0,0,0,1,0,0,0
826,Acme Holdings,4635,Enterprise,190400000,Insurance,Insurance - Sub1,East Anglia,41,5,Private,Subsidiary,GDPR,No,Yes,N/A,-3.3,45.3,1,1,1,0,1,0,0,0,0,0,0,0,0,Cisco,No,Fully Managed,199700,24,83,20,6,Bundle,57.8,56.7,48.5,1.82,-1.4,3.01,93,219,27,9,50.8,0,61.1,47,13,61,1,4,-5.8,20,21,Medium,22.2,25.7,3,0,25,58.7,Ad-hoc,48,6,42,28,7,Mostly High,46,-31.1,22.0,1.71,7.24,8.0,5.7,3,Unknown,No,-16.1,100.0,13.8,0,0,Medium,Apr,Low,Yes,No,Yes,None,3,No,Medium,0.28,7,1,Yes,2,53.5,5.0,Increasing,Low,Yes,High,45.0,Stable,No,No,Medium,No,Yes,No,No,No,Yes,No,2,4,1,31.0,5,1,0,1,1.0,3.3,0.0,-2.9,0.4,4.2,0.8,80,19.5,Improving,79.9,No,0,0,0,0,0,0,0,0,1
827,Fusion Partners,142,Mid-Market,6800000,Education,Education - Sub2,East Anglia,1,1,Public,Standalone,GDPR,No,No,Private Equity,14.1,71.7,1,1,0,0,0,0,0,0,0,0,0,0,0,Cisco,Yes,Fully Managed,30700,24,96,1,3,Bundle,45.9,33.1,34.7,1.8,20.4,2.45,27,25,3,1,35.8,3,78.9,56,9,438,2,1,-8.4,14,33,Low,62.0,6.8,0,2,34,44.8,Monthly,109,1,16,24,2,Mostly Low,38,-1.0,0.0,5.71,7.55,24.4,-4.9,2,Yes,No,18.6,84.6,20.9,1,2,Low,Jul,Medium,No,Yes,Yes,Director,4,Yes,Low,1.63,35,2,Yes,1,53.4,5.0,Stable,Low,No,Medium,25.5,Increasing,No,No,None,No,No,No,No,No,No,No,6,2,1,28.1,3,0,0,1,7.3,21.3,5.1,-1.9,5.1,0.3,-12.4,150,11.0,Improving,36.8,Yes,0,0,0,0,0,0,0,1,0
